"lake","year","ba","type","size","times_treat","type_times_treat","period","event","site","tl","tlgroup","count","date","size_class","type_treat"
"ae1","2017","before","control",1.6,"0","control","before",1,1,27,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,1,26,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,1,30,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,1,30,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,1,36,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,1,29,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,1,31,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,31,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,37,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,36,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,50,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,39,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,38,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,36,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,42,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,44,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,31,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,26,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,41,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,44,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,34,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,33,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,40,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,41,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,41,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,32,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,48,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,40,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,45,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,39,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,48,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,31,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,37,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,36,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,2,41,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,3,28,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,3,55,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,3,29,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,3,32,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,3,59,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,4,37,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,4,32,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,4,46,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,4,31,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,4,39,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,4,38,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,4,31,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,4,27,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,4,30,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,4,36,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,4,41,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,4,40,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,4,46,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,5,27,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,5,26,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,5,24,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,6,50,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,6,46,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,6,53,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,6,40,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,6,45,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,6,50,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,6,46,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,6,53,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,6,40,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,6,45,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,7,39,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,27,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,33,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,34,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,44,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,34,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,36,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,39,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,50,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,42,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,42,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,38,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,32,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,31,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,29,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,44,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,37,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,8,32,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,9,34,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,9,32,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,9,32,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,9,29,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,9,30,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,9,33,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,9,33,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,9,23,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,10,30,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,10,28,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,10,50,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,10,35,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,10,37,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,10,30,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,10,44,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,11,37,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,11,34,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,11,33,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,11,40,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,11,28,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,11,41,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,11,43,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,11,52,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,11,28,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,11,41,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,11,35,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,12,NA,NA,0,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,13,38,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,14,26,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,14,47,"50",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,14,28,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,14,30,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",1,15,32,"25",1,"5/25/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,1,30,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,1,28,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,1,61,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,1,27,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,1,32,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,2,25,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,2,46,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,2,33,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,2,39,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,2,41,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,2,40,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,3,75,"75",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,3,44,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,3,40,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,38,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,43,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,48,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,31,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,34,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,39,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,33,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,37,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,32,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,29,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,31,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,33,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,35,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,34,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,29,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,35,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,58,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,31,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,39,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,38,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,58,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,34,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,30,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,51,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,33,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,39,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,33,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,41,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,34,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,40,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,44,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,35,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,57,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,4,34,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,5,26,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,5,29,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,5,42,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,6,42,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,6,41,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,6,29,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,6,31,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,7,42,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,7,44,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,7,42,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,7,38,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,7,43,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,7,38,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,7,30,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,7,33,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,7,34,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,7,34,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,7,32,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,7,32,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,7,34,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,7,36,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,7,36,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,7,38,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,8,36,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,8,52,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,8,40,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,8,30,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,8,51,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,8,31,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,8,37,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,8,35,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,8,34,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,9,38,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,9,34,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,9,29,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,9,25,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,9,42,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,9,27,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,9,31,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,9,29,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,9,30,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,9,54,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,9,36,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,9,35,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,9,34,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,9,34,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,10,41,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,10,31,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,10,48,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,10,58,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,10,35,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,10,31,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,11,35,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,11,29,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,11,29,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,11,30,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,11,51,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,11,31,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,11,44,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,11,29,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,11,36,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,11,39,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,12,NA,NA,0,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,13,25,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,14,66,"75",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,14,47,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,14,28,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,15,60,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,15,33,"25",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,15,40,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,15,38,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",1,15,40,"50",1,"5/26/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,1,37,"25",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,1,31,"25",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,1,38,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,1,45,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,1,43,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,1,35,"25",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,1,45,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,1,39,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,1,55,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,2,50,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,2,62,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,2,50,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,3,49,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,3,48,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,3,52,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,3,56,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,4,61,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,4,44,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,4,66,"75",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,4,38,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,4,36,"25",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,4,48,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,5,NA,NA,0,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,6,75,"75",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,6,62,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,7,57,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,7,52,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,7,45,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,7,38,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,7,62,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,7,53,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,7,40,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,7,72,"75",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,7,48,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,8,NA,NA,0,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,9,68,"75",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,9,72,"75",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,9,41,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,9,36,"25",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,10,40,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,10,51,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,11,37,"25",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,11,37,"25",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,11,35,"25",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,12,38,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,13,33,"25",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,14,40,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,14,59,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,14,38,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,14,52,"50",1,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","before",2,15,NA,NA,0,"6/15/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",2,1,41,"50",1,"6/16/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",2,1,51,"50",1,"6/16/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",2,1,40,"50",1,"6/16/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",2,1,47,"50",1,"6/16/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",2,1,50,"50",1,"6/16/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",2,1,45,"50",1,"6/16/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",2,1,44,"50",1,"6/16/2017","small","control"
"ae1","2017","before","control",1.6,"0","control","after",2,1,44,"50",1,"6/16/2017","small","control"
